# x y area(micron**2) layer label
3.941499999999999773e+02 3.152369999999999891e+03 1.000000000000000000e+02 7.000000000000000000e+00 3.293000000000000000e+03
9.957999999999999545e+02 1.987266666666666652e+03 1.500000000000000000e+01 6.000000000000000000e+00 3.297000000000000000e+03
9.953750000000000000e+02 4.131875000000000000e+02 1.600000000000000000e+01 3.000000000000000000e+00 3.303000000000000000e+03
9.050851063829787790e+02 9.022553191489362234e+02 4.700000000000000000e+01 3.000000000000000000e+00 3.304000000000000000e+03
5.547024793388429771e+02 2.745330578512396642e+03 1.210000000000000000e+02 6.000000000000000000e+00 3.307000000000000000e+03
9.470000000000000000e+02 3.588399999999999750e+02 2.500000000000000000e+01 2.000000000000000000e+00 3.311000000000000000e+03
3.488192771084337096e+02 1.014481927710843365e+03 8.300000000000000000e+01 3.000000000000000000e+00 3.318000000000000000e+03
5.000000000000000000e-01 2.081000000000000000e+03 6.000000000000000000e+00 6.000000000000000000e+00 3.320000000000000000e+03
7.782727272727272521e+02 2.359636363636363512e+03 5.500000000000000000e+01 6.000000000000000000e+00 3.324000000000000000e+03
6.746530612244897611e+02 3.015401360544217823e+03 1.470000000000000000e+02 7.000000000000000000e+00 1.000000000000000000e+00
8.284558823529412166e+02 1.269536764705882433e+03 1.360000000000000000e+02 4.000000000000000000e+00 2.000000000000000000e+00
5.012727272727272521e+02 3.194500000000000000e+03 2.200000000000000000e+01 7.000000000000000000e+00 3.000000000000000000e+00
3.147741935483870748e+02 2.355091397849462282e+03 1.860000000000000000e+02 6.000000000000000000e+00 4.000000000000000000e+00
1.845000000000000000e+02 2.994500000000000000e+03 2.200000000000000000e+01 7.000000000000000000e+00 5.000000000000000000e+00
8.632820512820512704e+02 2.035367521367521476e+03 1.170000000000000000e+02 6.000000000000000000e+00 6.000000000000000000e+00
9.277755102040816837e+02 2.826224489795918544e+03 9.800000000000000000e+01 6.000000000000000000e+00 7.000000000000000000e+00
6.979090909090908781e+02 2.951090909090909008e+03 2.200000000000000000e+01 7.000000000000000000e+00 8.000000000000000000e+00
7.223619631901840421e+02 2.129453987730061272e+03 1.630000000000000000e+02 6.000000000000000000e+00 9.000000000000000000e+00
1.716264367816091863e+02 2.463965517241379530e+03 1.740000000000000000e+02 6.000000000000000000e+00 1.000000000000000000e+01
9.650697674418604493e+02 1.882348837209302246e+03 4.300000000000000000e+01 5.000000000000000000e+00 1.100000000000000000e+01
1.368557692307692264e+02 2.846269230769230944e+03 1.040000000000000000e+02 7.000000000000000000e+00 1.200000000000000000e+01
8.288823529411764639e+02 3.158588235294117567e+03 1.700000000000000000e+01 7.000000000000000000e+00 1.300000000000000000e+01
8.904304635761588997e+02 1.767006622516556263e+03 1.510000000000000000e+02 5.000000000000000000e+00 1.400000000000000000e+01
8.858760330578512594e+02 2.356462809917355571e+03 1.210000000000000000e+02 6.000000000000000000e+00 1.500000000000000000e+01
5.819333333333332803e+02 1.514244444444444525e+03 9.000000000000000000e+01 5.000000000000000000e+00 1.600000000000000000e+01
8.368461538461538112e+02 2.518384615384615245e+03 1.300000000000000000e+01 6.000000000000000000e+00 1.700000000000000000e+01
6.580000000000000000e+02 2.834000000000000000e+03 3.100000000000000000e+01 7.000000000000000000e+00 1.800000000000000000e+01
8.458148148148147811e+02 2.875037037037036953e+03 5.400000000000000000e+01 7.000000000000000000e+00 1.900000000000000000e+01
8.164848484848484986e+02 1.666393939393939490e+03 3.300000000000000000e+01 5.000000000000000000e+00 2.000000000000000000e+01
7.881250000000000000e+02 2.922000000000000000e+03 1.600000000000000000e+01 7.000000000000000000e+00 2.100000000000000000e+01
2.935842696629213719e+02 2.323943820224719275e+03 8.900000000000000000e+01 6.000000000000000000e+00 2.200000000000000000e+01
3.641743119266055260e+02 1.526119266055045955e+03 1.090000000000000000e+02 5.000000000000000000e+00 2.300000000000000000e+01
3.493333333333333144e+02 1.957888888888888914e+03 1.800000000000000000e+01 6.000000000000000000e+00 2.400000000000000000e+01
7.800409836065573472e+02 1.652336065573770384e+03 1.220000000000000000e+02 5.000000000000000000e+00 2.500000000000000000e+01
3.934444444444444144e+01 1.121422222222222217e+03 1.800000000000000000e+02 3.000000000000000000e+00 2.600000000000000000e+01
4.835000000000000000e+02 3.238500000000000000e+03 1.200000000000000000e+01 7.000000000000000000e+00 2.700000000000000000e+01
3.333999999999999773e+02 2.798599999999999909e+03 1.500000000000000000e+01 7.000000000000000000e+00 2.800000000000000000e+01
6.130434782608696196e+02 1.902217391304347757e+03 2.300000000000000000e+01 5.000000000000000000e+00 2.900000000000000000e+01
9.796517857142856656e+02 2.086950892857142662e+03 2.240000000000000000e+02 6.000000000000000000e+00 3.000000000000000000e+01
3.970625000000000000e+02 2.839045454545454504e+03 1.760000000000000000e+02 7.000000000000000000e+00 3.100000000000000000e+01
5.324098360655738134e+02 1.736270491803278674e+03 1.220000000000000000e+02 5.000000000000000000e+00 3.200000000000000000e+01
3.496923076923076792e+02 1.935125000000000000e+03 1.040000000000000000e+02 6.000000000000000000e+00 3.300000000000000000e+01
8.687222222222221717e+02 3.014263888888888687e+03 7.200000000000000000e+01 7.000000000000000000e+00 3.400000000000000000e+01
9.398130841121495394e+01 2.420747663551401729e+03 1.070000000000000000e+02 6.000000000000000000e+00 3.500000000000000000e+01
9.607432432432432279e+02 1.502033783783783747e+03 1.480000000000000000e+02 5.000000000000000000e+00 3.600000000000000000e+01
7.099090909090908781e+02 1.574090909090909008e+03 2.200000000000000000e+01 5.000000000000000000e+00 3.700000000000000000e+01
3.929868421052631788e+02 8.137368421052631220e+02 7.600000000000000000e+01 3.000000000000000000e+00 3.800000000000000000e+01
4.970319148936169995e+02 1.396712765957446891e+03 9.400000000000000000e+01 5.000000000000000000e+00 3.900000000000000000e+01
5.082162162162161962e+02 1.838729729729729797e+03 1.480000000000000000e+02 5.000000000000000000e+00 4.000000000000000000e+01
6.484157303370786849e+02 3.188696629213482993e+03 8.900000000000000000e+01 7.000000000000000000e+00 4.100000000000000000e+01
1.455714285714285836e+02 1.741888888888888914e+03 6.300000000000000000e+01 5.000000000000000000e+00 4.200000000000000000e+01
6.485789473684210407e+02 2.322657894736842081e+03 3.800000000000000000e+01 6.000000000000000000e+00 4.300000000000000000e+01
8.936467391304347530e+02 1.526750000000000000e+03 1.840000000000000000e+02 5.000000000000000000e+00 4.400000000000000000e+01
9.374622641509433834e+02 1.763339622641509322e+03 1.060000000000000000e+02 5.000000000000000000e+00 4.500000000000000000e+01
4.434951456310679418e+02 1.640747572815533886e+03 1.030000000000000000e+02 5.000000000000000000e+00 4.600000000000000000e+01
4.911746031746031917e+02 2.484465608465608511e+03 1.890000000000000000e+02 6.000000000000000000e+00 4.700000000000000000e+01
7.170909090909091219e+02 1.492710227272727252e+03 1.760000000000000000e+02 5.000000000000000000e+00 4.800000000000000000e+01
5.239815950920245768e+02 2.698184049079754459e+03 1.630000000000000000e+02 6.000000000000000000e+00 4.900000000000000000e+01
1.721222222222222342e+02 1.995011111111111177e+03 9.000000000000000000e+01 6.000000000000000000e+00 5.000000000000000000e+01
1.605483870967742064e+02 3.274193548387096598e+03 3.100000000000000000e+01 7.000000000000000000e+00 5.100000000000000000e+01
2.927333333333333485e+02 3.062333333333333485e+03 1.500000000000000000e+01 7.000000000000000000e+00 5.200000000000000000e+01
1.689090909090909065e+01 1.918454545454545496e+03 1.100000000000000000e+02 5.000000000000000000e+00 5.300000000000000000e+01
9.566842105263158373e+02 1.150618421052631675e+03 7.600000000000000000e+01 3.000000000000000000e+00 5.400000000000000000e+01
7.815034965034965353e+02 1.682020979020978984e+03 1.430000000000000000e+02 5.000000000000000000e+00 5.500000000000000000e+01
9.138609271523179132e+02 1.668821192052980223e+03 1.510000000000000000e+02 5.000000000000000000e+00 5.600000000000000000e+01
5.010454545454545610e+02 2.342681818181818016e+03 2.200000000000000000e+01 6.000000000000000000e+00 5.700000000000000000e+01
6.245499999999999545e+02 2.213687500000000000e+03 8.000000000000000000e+01 6.000000000000000000e+00 5.800000000000000000e+01
2.698356807511736974e+02 1.216356807511737088e+03 2.130000000000000000e+02 3.000000000000000000e+00 5.900000000000000000e+01
7.370000000000000000e+02 1.241863636363636260e+03 2.200000000000000000e+01 4.000000000000000000e+00 6.000000000000000000e+01
3.815675675675675507e+02 2.869817567567567494e+03 1.480000000000000000e+02 7.000000000000000000e+00 6.100000000000000000e+01
7.654369747899160075e+02 2.958899159663865703e+03 1.190000000000000000e+02 7.000000000000000000e+00 6.200000000000000000e+01
3.079911504424778741e+02 2.659097345132743158e+03 1.130000000000000000e+02 6.000000000000000000e+00 6.300000000000000000e+01
9.662222222222221717e+02 3.266481481481481296e+03 2.700000000000000000e+01 7.000000000000000000e+00 6.400000000000000000e+01
6.714137931034482563e+02 1.307206896551724185e+03 2.030000000000000000e+02 5.000000000000000000e+00 6.500000000000000000e+01
6.841573033707865079e+02 2.213000000000000000e+03 8.900000000000000000e+01 6.000000000000000000e+00 6.600000000000000000e+01
4.938392857142856940e+01 2.396919642857142662e+03 1.120000000000000000e+02 6.000000000000000000e+00 6.700000000000000000e+01
5.615454545454545041e+02 3.317090909090909008e+03 6.600000000000000000e+01 7.000000000000000000e+00 6.800000000000000000e+01
4.487692307692307736e+02 1.605912087912087827e+03 9.100000000000000000e+01 5.000000000000000000e+00 6.900000000000000000e+01
7.120701754385964932e+02 2.634631578947368325e+03 5.700000000000000000e+01 6.000000000000000000e+00 7.000000000000000000e+01
8.005918367346938567e+02 9.140204081632653015e+02 4.900000000000000000e+01 3.000000000000000000e+00 7.100000000000000000e+01
9.488947368421053170e+02 2.877778947368421086e+03 9.500000000000000000e+01 7.000000000000000000e+00 7.200000000000000000e+01
6.564371257485030355e+02 2.056227544910179859e+03 1.670000000000000000e+02 6.000000000000000000e+00 7.300000000000000000e+01
3.617272727272727479e+02 2.443181818181818016e+03 1.320000000000000000e+02 6.000000000000000000e+00 7.400000000000000000e+01
7.328235294117647527e+02 2.610058823529411711e+03 1.700000000000000000e+01 6.000000000000000000e+00 7.500000000000000000e+01
4.447042253521127009e+02 5.633239436619718390e+02 7.100000000000000000e+01 3.000000000000000000e+00 7.600000000000000000e+01
4.840000000000000000e+02 3.203103448275861865e+03 5.800000000000000000e+01 7.000000000000000000e+00 7.700000000000000000e+01
4.613389830508474461e+02 2.090440677966101703e+03 5.900000000000000000e+01 6.000000000000000000e+00 7.800000000000000000e+01
4.095869565217391255e+02 1.992152173913043498e+03 9.200000000000000000e+01 6.000000000000000000e+00 7.900000000000000000e+01
5.372409638554216826e+02 2.917445783132530323e+03 8.300000000000000000e+01 7.000000000000000000e+00 8.000000000000000000e+01
7.092777777777778283e+02 1.286611111111111086e+03 3.600000000000000000e+01 4.000000000000000000e+00 8.100000000000000000e+01
6.184112149532710134e+01 1.471897196261682211e+03 1.070000000000000000e+02 5.000000000000000000e+00 8.200000000000000000e+01
2.534819277108433653e+02 1.257975903614457820e+03 8.300000000000000000e+01 4.000000000000000000e+00 8.300000000000000000e+01
4.720485436893204110e+02 1.607932038834951527e+03 1.030000000000000000e+02 5.000000000000000000e+00 8.400000000000000000e+01
7.805199999999999818e+02 3.015920000000000073e+03 1.000000000000000000e+02 7.000000000000000000e+00 8.500000000000000000e+01
1.096153846153846132e+02 1.538615384615384528e+03 1.300000000000000000e+01 5.000000000000000000e+00 8.600000000000000000e+01
9.493548387096774377e+02 2.458516129032258050e+03 3.100000000000000000e+01 6.000000000000000000e+00 8.700000000000000000e+01
3.121851851851851620e+02 2.917592592592592609e+03 2.700000000000000000e+01 7.000000000000000000e+00 8.800000000000000000e+01
6.703384615384615017e+02 1.169646153846153766e+03 6.500000000000000000e+01 3.000000000000000000e+00 8.900000000000000000e+01
5.606399999999999864e+02 2.003259999999999991e+03 1.000000000000000000e+02 6.000000000000000000e+00 9.000000000000000000e+01
4.202777777777777715e+02 1.978722222222222172e+03 1.800000000000000000e+01 6.000000000000000000e+00 9.100000000000000000e+01
5.579139784946236205e+02 2.049086021505376266e+03 9.300000000000000000e+01 6.000000000000000000e+00 9.200000000000000000e+01
8.894545454545454959e+02 2.558090909090909008e+03 2.200000000000000000e+01 6.000000000000000000e+00 9.300000000000000000e+01
9.656209677419354875e+02 2.121532258064516100e+03 1.240000000000000000e+02 6.000000000000000000e+00 9.400000000000000000e+01
5.003999999999999915e+01 2.858826666666666824e+03 7.500000000000000000e+01 7.000000000000000000e+00 9.500000000000000000e+01
9.283351955307263097e+02 1.337932960893854670e+03 1.790000000000000000e+02 5.000000000000000000e+00 9.600000000000000000e+01
3.445731707317073074e+02 2.516231707317072960e+03 8.200000000000000000e+01 6.000000000000000000e+00 9.700000000000000000e+01
9.297872340425532229e+02 1.650702127659574444e+03 1.410000000000000000e+02 5.000000000000000000e+00 9.800000000000000000e+01
9.084933333333333394e+02 2.389533333333333303e+03 7.500000000000000000e+01 6.000000000000000000e+00 9.900000000000000000e+01
8.730909090909091219e+02 1.802090909090909008e+03 2.200000000000000000e+01 5.000000000000000000e+00 1.000000000000000000e+02
4.262291666666666856e+02 1.217958333333333258e+03 4.800000000000000000e+01 3.000000000000000000e+00 1.010000000000000000e+02
1.446503496503496535e+02 1.958230769230769283e+03 1.430000000000000000e+02 6.000000000000000000e+00 1.020000000000000000e+02
6.473945578231292757e+02 2.290013605442176868e+03 1.470000000000000000e+02 6.000000000000000000e+00 1.030000000000000000e+02
6.642469135802468827e+02 2.245444444444444343e+03 8.100000000000000000e+01 6.000000000000000000e+00 1.040000000000000000e+02
4.565937500000000000e+02 2.426218750000000000e+03 3.200000000000000000e+01 6.000000000000000000e+00 1.050000000000000000e+02
5.561294117647058783e+02 2.396870588235294235e+03 8.500000000000000000e+01 6.000000000000000000e+00 1.060000000000000000e+02
2.777232142857142705e+01 1.341473214285714221e+03 2.240000000000000000e+02 5.000000000000000000e+00 1.070000000000000000e+02
5.065443037974683307e+02 2.190544303797468274e+03 7.900000000000000000e+01 6.000000000000000000e+00 1.080000000000000000e+02
9.196825396825396410e+02 1.457666666666666742e+03 1.890000000000000000e+02 5.000000000000000000e+00 1.090000000000000000e+02
5.204249999999999545e+02 1.858650000000000091e+03 1.200000000000000000e+02 5.000000000000000000e+00 1.100000000000000000e+02
5.773250000000000455e+02 3.234974999999999909e+03 4.000000000000000000e+01 7.000000000000000000e+00 1.110000000000000000e+02
6.312321428571428896e+02 2.930660714285714221e+03 1.120000000000000000e+02 7.000000000000000000e+00 1.120000000000000000e+02
4.891304347826086740e+01 2.742478260869565020e+03 2.300000000000000000e+01 6.000000000000000000e+00 1.130000000000000000e+02
6.892380952380951840e+02 3.080448979591836633e+03 1.470000000000000000e+02 7.000000000000000000e+00 1.140000000000000000e+02
7.241964285714286120e+01 2.610071428571428442e+03 1.120000000000000000e+02 6.000000000000000000e+00 1.150000000000000000e+02
9.938571428571428896e+02 2.963535714285714221e+03 2.800000000000000000e+01 7.000000000000000000e+00 1.160000000000000000e+02
4.260285714285714107e+02 3.122085714285714403e+03 3.500000000000000000e+01 7.000000000000000000e+00 1.170000000000000000e+02
8.435632183908046500e+01 1.891471264367816048e+03 8.700000000000000000e+01 5.000000000000000000e+00 1.180000000000000000e+02
3.963181818181818130e+02 3.249875000000000000e+03 8.800000000000000000e+01 7.000000000000000000e+00 1.190000000000000000e+02
4.392739726027397182e+02 1.754328767123287662e+03 1.460000000000000000e+02 5.000000000000000000e+00 1.200000000000000000e+02
3.387096774193548043e+01 1.223731182795698942e+03 9.300000000000000000e+01 3.000000000000000000e+00 1.210000000000000000e+02
9.846930693069307381e+02 1.662534653465346537e+03 1.010000000000000000e+02 5.000000000000000000e+00 1.220000000000000000e+02
2.486666666666666572e+02 2.567666666666666515e+03 1.200000000000000000e+01 6.000000000000000000e+00 1.230000000000000000e+02
8.931475409836065182e+02 1.291262295081967295e+03 6.100000000000000000e+01 4.000000000000000000e+00 1.240000000000000000e+02
4.378837209302325846e+02 2.925302325581395507e+03 4.300000000000000000e+01 7.000000000000000000e+00 1.250000000000000000e+02
2.004239130434782510e+02 2.674304347826086996e+03 9.200000000000000000e+01 6.000000000000000000e+00 1.260000000000000000e+02
8.672192982456140271e+02 1.426921052631578959e+03 1.140000000000000000e+02 5.000000000000000000e+00 1.270000000000000000e+02
3.603820224719100906e+02 1.960696629213483220e+03 8.900000000000000000e+01 6.000000000000000000e+00 1.280000000000000000e+02
6.004285714285714448e+02 2.135619047619047706e+03 2.100000000000000000e+01 6.000000000000000000e+00 1.290000000000000000e+02
2.214117647058823479e+02 1.905882352941176578e+03 1.700000000000000000e+01 5.000000000000000000e+00 1.300000000000000000e+02
9.584285714285714448e+02 2.530114285714285870e+03 3.500000000000000000e+01 6.000000000000000000e+00 1.310000000000000000e+02
1.129090909090909065e+02 1.102090909090909008e+03 2.200000000000000000e+01 3.000000000000000000e+00 1.320000000000000000e+02
6.534677419354839003e+02 1.403596774193548299e+03 6.200000000000000000e+01 5.000000000000000000e+00 1.330000000000000000e+02
1.691481481481481524e+02 3.094703703703703923e+03 2.700000000000000000e+01 7.000000000000000000e+00 1.340000000000000000e+02
6.239577464788732186e+02 2.253633802816901607e+03 7.100000000000000000e+01 6.000000000000000000e+00 1.350000000000000000e+02
8.562931034482758150e+02 2.111267241379310235e+03 1.160000000000000000e+02 6.000000000000000000e+00 1.360000000000000000e+02
2.408224299065420553e+02 1.735570093457943813e+03 1.070000000000000000e+02 5.000000000000000000e+00 1.370000000000000000e+02
6.566101694915254257e+02 1.838000000000000000e+03 5.900000000000000000e+01 5.000000000000000000e+00 1.390000000000000000e+02
2.453220338983050794e+02 2.661898305084745971e+03 5.900000000000000000e+01 6.000000000000000000e+00 1.400000000000000000e+02
3.588414634146341200e+02 2.826804878048780665e+03 8.200000000000000000e+01 7.000000000000000000e+00 1.410000000000000000e+02
9.762592592592592382e+02 1.805629629629629562e+03 2.700000000000000000e+01 5.000000000000000000e+00 1.420000000000000000e+02
3.844302325581395507e+02 2.759651162790697526e+03 8.600000000000000000e+01 6.000000000000000000e+00 1.430000000000000000e+02
5.234042553191488878e+02 2.864914893617021335e+03 9.400000000000000000e+01 7.000000000000000000e+00 1.440000000000000000e+02
9.737586206896551175e+02 1.709724137931034420e+03 2.900000000000000000e+01 5.000000000000000000e+00 1.450000000000000000e+02
6.925000000000000000e+02 1.527222222222222172e+03 1.800000000000000000e+01 5.000000000000000000e+00 1.460000000000000000e+02
4.172166666666666401e+02 2.397849999999999909e+03 6.000000000000000000e+01 6.000000000000000000e+00 1.470000000000000000e+02
2.337941176470588118e+02 2.906352941176470722e+03 3.400000000000000000e+01 7.000000000000000000e+00 1.480000000000000000e+02
9.674414414414414978e+02 2.146702702702702481e+03 1.110000000000000000e+02 6.000000000000000000e+00 1.490000000000000000e+02
9.295466666666666242e+02 1.190826666666666597e+03 7.500000000000000000e+01 3.000000000000000000e+00 1.500000000000000000e+02
9.368876404494382086e+02 6.469325842696629252e+02 8.900000000000000000e+01 3.000000000000000000e+00 1.510000000000000000e+02
6.398679245283018417e+02 1.991773584905660300e+03 1.060000000000000000e+02 6.000000000000000000e+00 1.520000000000000000e+02
1.775454545454545325e+02 2.079663636363636215e+03 1.100000000000000000e+02 6.000000000000000000e+00 1.530000000000000000e+02
4.134782608695652328e+01 2.625956521739130494e+03 2.300000000000000000e+01 6.000000000000000000e+00 1.540000000000000000e+02
7.605000000000000000e+02 3.294222222222222172e+03 1.800000000000000000e+01 7.000000000000000000e+00 1.550000000000000000e+02
6.682655367231637911e+02 1.986293785310734393e+03 1.770000000000000000e+02 6.000000000000000000e+00 1.560000000000000000e+02
5.176607142857143344e+02 1.625196428571428669e+03 5.600000000000000000e+01 5.000000000000000000e+00 1.570000000000000000e+02
8.822178217821782482e+02 3.181217821782178362e+03 1.010000000000000000e+02 7.000000000000000000e+00 1.580000000000000000e+02
1.083961038961038952e+02 1.892655844155844079e+03 1.540000000000000000e+02 5.000000000000000000e+00 1.590000000000000000e+02
2.966466165413534100e+02 2.402616541353383582e+03 1.330000000000000000e+02 6.000000000000000000e+00 1.600000000000000000e+02
5.276190476190475920e+02 2.262119047619047706e+03 4.200000000000000000e+01 6.000000000000000000e+00 1.610000000000000000e+02
2.457522935779816464e+02 3.302577981651375922e+03 1.090000000000000000e+02 7.000000000000000000e+00 1.620000000000000000e+02
5.118620689655172669e+02 1.564448275862069067e+03 2.030000000000000000e+02 5.000000000000000000e+00 1.630000000000000000e+02
3.729586776859504198e+02 1.976123966942148854e+03 1.210000000000000000e+02 6.000000000000000000e+00 1.640000000000000000e+02
6.545090909090909008e+02 8.508545454545454731e+02 1.100000000000000000e+02 3.000000000000000000e+00 1.650000000000000000e+02
8.848148148148148096e+01 1.772333333333333258e+03 5.400000000000000000e+01 5.000000000000000000e+00 1.660000000000000000e+02
8.918875000000000455e+02 1.095924999999999955e+03 8.000000000000000000e+01 3.000000000000000000e+00 1.670000000000000000e+02
4.339333333333333371e+02 3.187233333333333121e+03 3.000000000000000000e+01 7.000000000000000000e+00 1.680000000000000000e+02
9.740645161290323131e+02 3.137580645161290249e+03 3.100000000000000000e+01 7.000000000000000000e+00 1.690000000000000000e+02
9.096250000000000000e+02 2.997937500000000000e+03 3.200000000000000000e+01 7.000000000000000000e+00 1.700000000000000000e+02
9.730602409638554491e+02 1.419240963855421796e+03 8.300000000000000000e+01 5.000000000000000000e+00 1.710000000000000000e+02
6.728857142857142435e+02 1.098000000000000000e+03 3.500000000000000000e+01 3.000000000000000000e+00 1.720000000000000000e+02
6.564745762711864927e+02 5.543728813559322361e+02 5.900000000000000000e+01 3.000000000000000000e+00 1.730000000000000000e+02
3.870897435897435912e+02 9.698974358974359120e+02 7.800000000000000000e+01 3.000000000000000000e+00 1.740000000000000000e+02
2.400963855421686617e+02 2.373481927710843593e+03 8.300000000000000000e+01 6.000000000000000000e+00 1.750000000000000000e+02
6.527142857142856656e+02 1.477071428571428669e+03 1.400000000000000000e+01 5.000000000000000000e+00 1.760000000000000000e+02
4.336250000000000000e+02 2.262650000000000091e+03 4.000000000000000000e+01 6.000000000000000000e+00 1.770000000000000000e+02
2.196388888888888857e+02 2.536444444444444343e+03 1.080000000000000000e+02 6.000000000000000000e+00 1.780000000000000000e+02
9.524249999999999545e+02 1.897041666666666742e+03 1.200000000000000000e+02 5.000000000000000000e+00 1.790000000000000000e+02
9.416388888888889142e+02 2.997916666666666515e+03 3.600000000000000000e+01 7.000000000000000000e+00 1.800000000000000000e+02
4.256538461538461320e+02 1.529653846153846189e+03 5.200000000000000000e+01 5.000000000000000000e+00 1.810000000000000000e+02
6.990000000000000568e+01 2.499050000000000182e+03 2.000000000000000000e+01 6.000000000000000000e+00 1.820000000000000000e+02
9.924062500000000000e+02 3.043625000000000000e+03 3.200000000000000000e+01 7.000000000000000000e+00 1.830000000000000000e+02
7.176562500000000000e+02 1.026156250000000000e+03 3.200000000000000000e+01 3.000000000000000000e+00 1.840000000000000000e+02
8.729565217391303804e+02 3.309043478260869506e+03 2.300000000000000000e+01 7.000000000000000000e+00 1.850000000000000000e+02
2.798631578947368439e+02 1.752905263157894751e+03 9.500000000000000000e+01 5.000000000000000000e+00 1.860000000000000000e+02
1.324553571428571388e+02 1.825803571428571331e+03 1.120000000000000000e+02 5.000000000000000000e+00 1.870000000000000000e+02
5.324697986577181155e+02 2.815724832214765229e+03 1.490000000000000000e+02 7.000000000000000000e+00 1.880000000000000000e+02
4.522362204724409480e+02 2.958669291338582752e+03 1.270000000000000000e+02 7.000000000000000000e+00 1.890000000000000000e+02
4.249272727272727366e+02 2.191054545454545405e+03 5.500000000000000000e+01 6.000000000000000000e+00 1.900000000000000000e+02
3.650595238095237960e+02 1.150166666666666742e+03 8.400000000000000000e+01 3.000000000000000000e+00 1.910000000000000000e+02
1.507606837606837473e+02 1.830982905982906004e+03 1.170000000000000000e+02 5.000000000000000000e+00 1.920000000000000000e+02
6.030284090909091219e+02 2.888380681818181984e+03 1.760000000000000000e+02 7.000000000000000000e+00 1.930000000000000000e+02
9.551822429906542311e+02 1.534205607476635578e+03 2.140000000000000000e+02 5.000000000000000000e+00 1.940000000000000000e+02
7.222201834862385113e+02 1.314293577981651424e+03 1.090000000000000000e+02 5.000000000000000000e+00 1.950000000000000000e+02
9.156867469879517785e+02 2.158265060240963976e+03 1.660000000000000000e+02 6.000000000000000000e+00 1.960000000000000000e+02
5.702656250000000000e+02 3.288437500000000000e+03 6.400000000000000000e+01 7.000000000000000000e+00 1.970000000000000000e+02
3.902666666666666515e+02 2.717233333333333121e+03 3.000000000000000000e+01 6.000000000000000000e+00 1.980000000000000000e+02
8.843888888888889142e+02 2.663333333333333485e+03 1.800000000000000000e+01 6.000000000000000000e+00 1.990000000000000000e+02
6.971451612903225623e+02 1.134209677419354875e+03 6.200000000000000000e+01 3.000000000000000000e+00 2.000000000000000000e+02
7.471818181818181301e+02 2.034454545454545496e+03 1.540000000000000000e+02 6.000000000000000000e+00 2.010000000000000000e+02
6.784666666666666970e+02 2.829533333333333303e+03 3.000000000000000000e+01 7.000000000000000000e+00 2.020000000000000000e+02
3.245000000000000000e+02 1.243119047619047706e+03 4.200000000000000000e+01 3.000000000000000000e+00 2.030000000000000000e+02
8.174166666666666288e+02 3.322687500000000000e+03 4.800000000000000000e+01 7.000000000000000000e+00 2.040000000000000000e+02
1.258596491228070136e+02 1.857666666666666742e+03 5.700000000000000000e+01 5.000000000000000000e+00 2.050000000000000000e+02
5.459285714285714448e+02 2.372345238095238074e+03 8.400000000000000000e+01 6.000000000000000000e+00 2.060000000000000000e+02
8.840000000000000568e+01 2.177981818181818198e+03 5.500000000000000000e+01 6.000000000000000000e+00 2.070000000000000000e+02
7.411428571428571104e+02 3.051142857142857338e+03 2.100000000000000000e+01 7.000000000000000000e+00 2.080000000000000000e+02
3.842222222222222285e+02 2.173500000000000000e+03 1.800000000000000000e+01 6.000000000000000000e+00 2.090000000000000000e+02
4.690731707317073074e+02 2.831512195121951208e+03 4.100000000000000000e+01 7.000000000000000000e+00 2.100000000000000000e+02
3.862941176470588402e+02 2.317500000000000000e+03 3.400000000000000000e+01 6.000000000000000000e+00 2.110000000000000000e+02
2.646333333333333258e+02 1.257833333333333258e+03 3.000000000000000000e+01 4.000000000000000000e+00 2.120000000000000000e+02
8.928723404255318883e+02 2.295851063829787108e+03 4.700000000000000000e+01 6.000000000000000000e+00 2.130000000000000000e+02
3.517762557077625729e+02 1.762762557077625615e+03 2.190000000000000000e+02 5.000000000000000000e+00 2.140000000000000000e+02
1.692727272727272805e+02 9.175000000000000000e+02 2.200000000000000000e+01 3.000000000000000000e+00 2.160000000000000000e+02
5.206266666666666652e+02 2.765213333333333139e+03 7.500000000000000000e+01 6.000000000000000000e+00 2.170000000000000000e+02
8.367380952380951840e+02 1.443857142857142890e+03 4.200000000000000000e+01 5.000000000000000000e+00 2.180000000000000000e+02
1.650869565217391255e+02 1.806956521739130494e+03 2.300000000000000000e+01 5.000000000000000000e+00 2.190000000000000000e+02
1.164117647058823479e+02 2.302117647058823422e+03 1.700000000000000000e+01 6.000000000000000000e+00 2.200000000000000000e+02
1.930000000000000000e+02 1.231142857142857110e+03 2.100000000000000000e+01 3.000000000000000000e+00 2.210000000000000000e+02
7.798928571428571104e+02 1.527500000000000000e+03 2.800000000000000000e+01 5.000000000000000000e+00 2.220000000000000000e+02
8.965586206896551857e+02 2.053544827586206793e+03 1.450000000000000000e+02 6.000000000000000000e+00 2.230000000000000000e+02
1.016616541353383525e+02 2.052398496240601617e+03 1.330000000000000000e+02 6.000000000000000000e+00 2.240000000000000000e+02
8.058461538461538112e+02 1.806461538461538566e+03 1.300000000000000000e+01 5.000000000000000000e+00 2.250000000000000000e+02
8.685000000000000000e+02 1.946500000000000000e+03 3.200000000000000000e+01 6.000000000000000000e+00 2.260000000000000000e+02
